event_id,fish_id,length,weight,height,fish_species,lep_cop,lep_chal,lep_motile,lep_unknown,cal_cop,cal_chal,cal_motile,cal_unknown,unknown_cop,unknown_chal,unknown_motile,unknown_unknown
ccfs_2018-05-164,ccfs_117,88.0,,16.0,Coho Salmon,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
ccfs_2018-05-164,ccfs_118,88.0,,14.0,Coho Salmon,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
ccfs_2018-05-164,ccfs_119,92.0,,18.0,Coho Salmon,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
ccfs_2018-05-164,ccfs_120,75.0,,10.0,Coho Salmon,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
ccfs_2018-05-164,ccfs_121,90.0,,16.0,Coho Salmon,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
ccfs_2018-05-164,ccfs_122,78.0,,14.0,Chinook Salmon,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccfs_2018-05-164,ccfs_123,80.0,,18.0,Coho Salmon,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ccfs_2018-05-164,ccfs_124,80.0,,15.0,Coho Salmon,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
ccfs_2018-05-105,ccfs_125,54.0,,10.0,Chum Salmon,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
ccfs_2018-05-105,ccfs_126,53.0,,9.0,Chum Salmon,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0
ccfs_2018-05-105,ccfs_127,49.0,,8.0,Chum Salmon,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
ccfs_2018-05-105,ccfs_128,52.0,,10.0,Chum Salmon,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
ccfs_2018-05-105,ccfs_129,58.0,,9.0,Chum Salmon,12,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0
ccfs_2018-05-105,ccfs_130,56.0,,8.0,Chum Salmon,2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ccfs_2018-05-105,ccfs_131,54.0,,8.0,Chum Salmon,10,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
ccfs_2018-05-105,ccfs_132,58.0,,8.0,Chum Salmon,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ccfs_2018-05-105,ccfs_133,54.0,,8.0,Chum Salmon,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ccfs_2018-05-105,ccfs_134,50.0,,7.0,Chum Salmon,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
ccfs_2018-05-105,ccfs_135,54.0,,7.0,Chum Salmon,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccfs_2018-05-105,ccfs_136,54.0,,8.0,Chum Salmon,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
ccfs_2018-05-105,ccfs_137,56.0,,9.0,Chum Salmon,4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
ccfs_2018-05-105,ccfs_138,52.0,,8.0,Chum Salmon,3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
ccfs_2018-05-105,ccfs_139,48.0,,7.0,Chum Salmon,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
ccfs_2018-05-105,ccfs_140,60.0,,10.0,Chum Salmon,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
ccfs_2018-05-105,ccfs_141,54.0,,8.0,Chum Salmon,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
ccfs_2018-05-105,ccfs_142,56.0,,9.0,Chum Salmon,3,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0
ccfs_2018-05-105,ccfs_143,51.0,,8.0,Chum Salmon,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0
ccfs_2018-05-105,ccfs_144,54.0,,8.0,Chum Salmon,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
ccfs_2018-05-105,ccfs_145,56.0,,10.0,Chum Salmon,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccfs_2018-05-105,ccfs_146,50.0,,8.0,Chum Salmon,3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
ccfs_2018-05-105,ccfs_147,53.0,,9.0,Chum Salmon,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
ccfs_2018-05-105,ccfs_148,49.0,,8.0,Chum Salmon,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
ccfs_2018-05-105,ccfs_149,52.0,,9.0,Chum Salmon,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
ccfs_2018-05-105,ccfs_150,48.0,,8.0,Chum Salmon,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
ccfs_2018-05-237,ccfs_151,96.0,,14.0,Coho Salmon,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccfs_2018-05-237,ccfs_152,128.0,,27.0,Coho Salmon,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccfs_2018-05-237,ccfs_153,98.0,,18.0,Coho Salmon,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ccfs_2018-05-237,ccfs_154,94.0,,14.0,Coho Salmon,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccfs_2018-05-237,ccfs_155,94.0,,18.0,Coho Salmon,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccfs_2018-05-237,ccfs_156,94.0,,20.0,Coho Salmon,4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ccfs_2018-05-237,ccfs_157,94.0,,19.0,Coho Salmon,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccfs_2018-05-237,ccfs_158,97.0,,16.0,Coho Salmon,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccfs_2018-05-237,ccfs_159,85.0,,16.0,Coho Salmon,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccfs_2018-05-237,ccfs_160,70.0,,13.0,Coho Salmon,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccfs_2018-05-237,ccfs_161,77.0,,16.0,Coho Salmon,36,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
ccfs_2018-06-0912,ccfs_162,110.0,,15.0,Coho Salmon,3,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
ccfs_2018-06-0912,ccfs_163,100.0,,15.0,Coho Salmon,6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0
