event_id,sampledate,region,dfozone,sample_site,latitude,longitude,source
scfs_245.0,2008-06-28,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_246.0,2008-07-03,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_247.0,2008-07-04,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_248.0,2008-07-05,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_249.0,2008-07-18,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_250.0,2008-07-19,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_251.0,2008-07-23,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_252.0,2008-07-31,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_253.0,2009-05-11,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_254.0,2009-05-11,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_255.0,2009-05-11,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_256.0,2009-05-19,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_257.0,2009-05-19,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_258.0,2009-05-19,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_259.0,2009-05-24,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_260.0,2009-05-24,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_261.0,2009-05-24,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_262.0,2009-05-30,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_263.0,2009-06-01,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_264.0,2009-06-02,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_265.0,2009-06-09,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_266.0,2009-06-10,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_267.0,2009-06-11,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_268.0,2009-06-15,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_269.0,2009-06-17,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_270.0,2009-06-19,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_271.0,2009-06-20,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_272.0,2009-06-26,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_273.0,2009-06-26,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_274.0,2009-07-03,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_275.0,2009-07-03,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_276.0,2009-07-04,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_277.0,2009-07-07,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_278.0,2009-07-07,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_279.0,2009-07-16,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_280.0,2009-07-20,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_281.0,2009-07-30,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_282.0,2010-03-31,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_283.0,2010-04-01,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_284.0,2010-04-09,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_285.0,2010-04-09,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_286.0,2010-04-09,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_287.0,2010-04-16,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_288.0,2010-04-16,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_289.0,2010-04-16,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_290.0,2010-04-23,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_291.0,2010-04-23,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_292.0,2010-04-24,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_293.0,2010-04-29,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_294.0,2010-05-01,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_295.0,2010-05-01,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_296.0,2010-05-06,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_297.0,2010-05-06,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_298.0,2010-05-06,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_299.0,2010-05-14,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_300.0,2010-05-14,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_301.0,2010-05-14,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_302.0,2010-05-21,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_303.0,2010-05-21,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_304.0,2010-05-22,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_305.0,2010-05-27,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_306.0,2010-05-27,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_307.0,2010-05-28,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_308.0,2010-06-04,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_309.0,2010-06-04,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_310.0,2010-06-04,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_311.0,2010-06-13,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_312.0,2010-06-13,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_313.0,2010-06-13,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_313.1,2010-06-18,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_313.2,2010-06-18,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_313.3,2010-06-18,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_313.4,2010-06-20,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_314.0,2011-04-01,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_315.0,2011-04-01,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_316.0,2011-04-08,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_317.0,2011-04-08,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_318.0,2011-04-15,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_319.0,2011-04-16,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_320.0,2011-04-22,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_321.0,2011-04-22,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_322.0,2011-04-29,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_323.0,2011-04-29,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_324.0,2011-05-06,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_325.0,2011-05-06,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_326.0,2011-05-06,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_327.0,2011-05-12,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_328.0,2011-05-12,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_329.0,2011-05-12,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_330.0,2011-05-20,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_331.0,2011-05-20,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_332.0,2011-05-20,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_333.0,2011-05-27,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_334.0,2011-05-27,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_335.0,2011-05-27,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_336.0,2011-06-03,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_337.0,2011-06-03,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_338.0,2011-06-03,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_339.0,2011-06-09,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_340.0,2011-06-09,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_341.0,2011-06-17,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_342.0,2011-06-17,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_343.0,2011-06-17,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_344.0,2011-06-24,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_345.0,2011-06-24,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_346.0,2011-06-24,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_347.0,2012-04-07,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_348.0,2012-04-07,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_349.0,2012-04-14,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_350.0,2012-04-14,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_351.0,2012-04-24,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_352.0,2012-04-24,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_353.0,2012-05-01,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_354.0,2012-05-01,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_355.0,2012-05-09,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_356.0,2012-05-09,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_357.0,2012-05-09,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_358.0,2012-05-15,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_359.0,2012-05-15,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_360.0,2012-05-15,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_361.0,2012-05-22,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_362.0,2012-05-22,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_363.0,2012-05-22,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_364.0,2012-05-29,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_365.0,2012-05-29,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_366.0,2012-05-29,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_367.0,2012-06-06,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_368.0,2012-06-06,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_369.0,2012-06-06,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_370.0,2012-06-11,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_371.0,2012-06-11,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_372.0,2012-06-11,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_373.0,2012-06-20,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_374.0,2012-06-20,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_375.0,2012-06-20,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_376.0,2012-06-27,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_377.0,2012-06-27,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_378.0,2012-06-27,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_379.0,2013-04-05,Broughton Archipelago,3_3,Burdwood,50.78778333,-126.4948667,Salmon Coast Field Station / Raincoast Research
scfs_380.0,2013-04-05,Broughton Archipelago,3_3,Glacier,50.8451,-126.2839167,Salmon Coast Field Station / Raincoast Research
scfs_381.0,2013-04-05,Broughton Archipelago,3_3,Wicklow,50.78758333,-126.6768667,Salmon Coast Field Station / Raincoast Research
scfs_382.0,2013-04-12,Broughton Archipelago,3_3,Burdwood,50.78778333,-126.4948667,Salmon Coast Field Station / Raincoast Research
scfs_383.0,2013-04-12,Broughton Archipelago,3_3,Glacier,50.8451,-126.2839167,Salmon Coast Field Station / Raincoast Research
scfs_384.0,2013-04-12,Broughton Archipelago,3_3,Wicklow,50.8451,-126.2839167,Salmon Coast Field Station / Raincoast Research
scfs_385.0,2013-04-19,Broughton Archipelago,3_3,Burdwood,50.78778333,-126.4948667,Salmon Coast Field Station / Raincoast Research
scfs_386.0,2013-04-19,Broughton Archipelago,3_3,Glacier,50.8451,-126.2839167,Salmon Coast Field Station / Raincoast Research
scfs_387.0,2013-04-19,Broughton Archipelago,3_3,Wicklow,50.8451,-126.2839167,Salmon Coast Field Station / Raincoast Research
scfs_388.0,2013-04-26,Broughton Archipelago,3_3,Burdwood,50.78593333,-126.5018333,Salmon Coast Field Station / Raincoast Research
scfs_389.0,2013-04-26,Broughton Archipelago,3_3,Glacier,50.8451,-126.2839167,Salmon Coast Field Station / Raincoast Research
scfs_390.0,2013-04-26,Broughton Archipelago,3_3,Wicklow,50.78608333,-126.6885833,Salmon Coast Field Station / Raincoast Research
scfs_391.0,2013-05-03,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_392.0,2013-05-03,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_393.0,2013-05-03,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_394.0,2013-05-10,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_395.0,2013-05-10,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_396.0,2013-05-10,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_397.0,2013-05-18,Broughton Archipelago,3_3,Burdwood,50.78481667,-126.5011667,Salmon Coast Field Station / Raincoast Research
scfs_398.0,2013-05-18,Broughton Archipelago,3_3,Glacier,50.84015,-126.3009667,Salmon Coast Field Station / Raincoast Research
scfs_399.0,2013-05-18,Broughton Archipelago,3_3,Wicklow,50.78501667,-126.6866167,Salmon Coast Field Station / Raincoast Research
scfs_400.0,2013-05-24,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_401.0,2013-05-24,Broughton Archipelago,3_3,Glacier,50.8451,-126.2839167,Salmon Coast Field Station / Raincoast Research
scfs_402.0,2013-05-24,Broughton Archipelago,3_3,Wicklow,50.78758333,-126.6768667,Salmon Coast Field Station / Raincoast Research
scfs_403.0,2013-05-30,Broughton Archipelago,3_3,Burdwood,,,Salmon Coast Field Station / Raincoast Research
scfs_404.0,2013-05-30,Broughton Archipelago,3_3,Glacier,50.8451,-126.2839167,Salmon Coast Field Station / Raincoast Research
scfs_405.0,2013-05-30,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_406.0,2013-06-07,Broughton Archipelago,3_3,Burdwood,50.78778333,-126.4948667,Salmon Coast Field Station / Raincoast Research
scfs_407.0,2013-06-07,Broughton Archipelago,3_3,Glacier,50.8451,-126.2839167,Salmon Coast Field Station / Raincoast Research
scfs_408.0,2013-06-07,Broughton Archipelago,3_3,Wicklow,50.78723333,-126.6896167,Salmon Coast Field Station / Raincoast Research
scfs_409.0,2013-06-15,Broughton Archipelago,3_3,Burdwood,50.78778333,-126.4948667,Salmon Coast Field Station / Raincoast Research
scfs_410.0,2013-06-15,Broughton Archipelago,3_3,Glacier,50.8451,-126.2839167,Salmon Coast Field Station / Raincoast Research
scfs_411.0,2013-06-15,Broughton Archipelago,3_3,Wicklow,50.78758333,-126.6768667,Salmon Coast Field Station / Raincoast Research
scfs_412.0,2013-06-21,Broughton Archipelago,3_3,Burdwood,50.78778333,-126.4948667,Salmon Coast Field Station / Raincoast Research
scfs_413.0,2013-06-21,Broughton Archipelago,3_3,Glacier,50.8451,-126.2839167,Salmon Coast Field Station / Raincoast Research
scfs_414.0,2013-06-21,Broughton Archipelago,3_3,Wicklow,50.78758333,-126.6768667,Salmon Coast Field Station / Raincoast Research
scfs_415.0,2013-06-28,Broughton Archipelago,3_3,Burdwood,50.78778333,-126.4948667,Salmon Coast Field Station / Raincoast Research
scfs_416.0,2013-06-28,Broughton Archipelago,3_3,Glacier,50.8451,-126.2839167,Salmon Coast Field Station / Raincoast Research
scfs_417.0,2013-06-28,Broughton Archipelago,3_3,Wicklow,50.78758333,-126.6768667,Salmon Coast Field Station / Raincoast Research
scfs_418.0,2014-04-04,Broughton Archipelago,3_3,Burdwood,50.78575,-126.50315,Salmon Coast Field Station / Raincoast Research
scfs_419.0,2014-04-04,Broughton Archipelago,3_3,Glacier,50.8449,-126.3018667,Salmon Coast Field Station / Raincoast Research
scfs_420.0,2014-04-04,Broughton Archipelago,3_3,Wicklow,50.78795,-126.6781667,Salmon Coast Field Station / Raincoast Research
scfs_421.0,2014-04-11,Broughton Archipelago,3_3,Burdwood,50.78586667,-126.5027167,Salmon Coast Field Station / Raincoast Research
scfs_422.0,2014-04-11,Broughton Archipelago,3_3,Glacier,50.84436667,-126.30175,Salmon Coast Field Station / Raincoast Research
scfs_423.0,2014-04-11,Broughton Archipelago,3_3,Wicklow,50.78616667,-126.6884833,Salmon Coast Field Station / Raincoast Research
scfs_424.0,2014-04-25,Broughton Archipelago,3_3,Burdwood,50.7871,-126.5016833,Salmon Coast Field Station / Raincoast Research
scfs_425.0,2014-04-25,Broughton Archipelago,3_3,Glacier,50.84338333,-126.3061333,Salmon Coast Field Station / Raincoast Research
scfs_426.0,2014-04-25,Broughton Archipelago,3_3,Wicklow,50.78705,-126.6899,Salmon Coast Field Station / Raincoast Research
scfs_427.0,2014-05-01,Broughton Archipelago,3_3,Burdwood,50.78581667,-126.5031333,Salmon Coast Field Station / Raincoast Research
scfs_428.0,2014-05-01,Broughton Archipelago,3_3,Glacier,50.8446,-126.30185,Salmon Coast Field Station / Raincoast Research
scfs_429.0,2014-05-01,Broughton Archipelago,3_3,Wicklow,50.86476667,,Salmon Coast Field Station / Raincoast Research
scfs_430.0,2014-05-10,Broughton Archipelago,3_3,Burdwood,50.78595,-126.5030667,Salmon Coast Field Station / Raincoast Research
scfs_431.0,2014-05-10,Broughton Archipelago,3_3,Glacier,50.84491667,-126.3017,Salmon Coast Field Station / Raincoast Research
scfs_432.0,2014-05-10,Broughton Archipelago,3_3,Wicklow,50.78735,-126.6894833,Salmon Coast Field Station / Raincoast Research
scfs_433.0,2014-05-15,Broughton Archipelago,3_3,Burdwood,50.78611667,-126.5013333,Salmon Coast Field Station / Raincoast Research
scfs_434.0,2014-05-15,Broughton Archipelago,3_3,Glacier,50.8446,-126.3013667,Salmon Coast Field Station / Raincoast Research
scfs_435.0,2014-05-15,Broughton Archipelago,3_3,Wicklow,50.78743333,-126.68975,Salmon Coast Field Station / Raincoast Research
scfs_436.0,2014-05-22,Broughton Archipelago,3_3,Burdwood,50.78588333,-126.5036167,Salmon Coast Field Station / Raincoast Research
scfs_437.0,2014-05-22,Broughton Archipelago,3_3,Glacier,50.8447,-126.30155,Salmon Coast Field Station / Raincoast Research
scfs_438.0,2014-05-22,Broughton Archipelago,3_3,Wicklow,50.78706667,-126.6903833,Salmon Coast Field Station / Raincoast Research
scfs_439.0,2014-05-31,Broughton Archipelago,3_3,Burdwood,50.78728333,-126.50115,Salmon Coast Field Station / Raincoast Research
scfs_440.0,2014-05-31,Broughton Archipelago,3_3,Glacier,50.84455,-126.30165,Salmon Coast Field Station / Raincoast Research
scfs_441.0,2014-05-31,Broughton Archipelago,3_3,Wicklow,,,Salmon Coast Field Station / Raincoast Research
scfs_442.0,2014-06-06,Broughton Archipelago,3_3,Burdwood,50.78685,-126.5024667,Salmon Coast Field Station / Raincoast Research
scfs_443.0,2014-06-06,Broughton Archipelago,3_3,Glacier,50.84468333,-126.3014333,Salmon Coast Field Station / Raincoast Research
scfs_444.0,2014-06-06,Broughton Archipelago,3_3,Wicklow,50.78745,-126.6908833,Salmon Coast Field Station / Raincoast Research
scfs_445.0,2014-06-12,Broughton Archipelago,3_3,Glacier,50.84485,-126.3019167,Salmon Coast Field Station / Raincoast Research
scfs_446.0,2014-06-14,Broughton Archipelago,3_3,Burdwood,50.78536667,-126.5026,Salmon Coast Field Station / Raincoast Research
scfs_447.0,2014-06-14,Broughton Archipelago,3_3,Wicklow,50.7868,-126.6901833,Salmon Coast Field Station / Raincoast Research
scfs_448.0,2014-06-21,Broughton Archipelago,3_3,Burdwood,50.78595,-126.5020167,Salmon Coast Field Station / Raincoast Research
scfs_449.0,2014-06-21,Broughton Archipelago,3_3,Glacier,50.83415,-126.3027667,Salmon Coast Field Station / Raincoast Research
scfs_450.0,2014-06-21,Broughton Archipelago,3_3,Wicklow,50.78688333,-126.68985,Salmon Coast Field Station / Raincoast Research
scfs_451.0,2014-06-29,Broughton Archipelago,3_3,Burdwood,50.7859,-126.50305,Salmon Coast Field Station / Raincoast Research
scfs_452.0,2014-06-29,Broughton Archipelago,3_3,Glacier,50.8448,-126.3017,Salmon Coast Field Station / Raincoast Research
scfs_453.0,2014-06-29,Broughton Archipelago,3_3,Wicklow,50.78718333,-126.6907167,Salmon Coast Field Station / Raincoast Research
scfs_454.0,2015-04-04,Broughton Archipelago,3_3,Burdwood,50.77061667,-126.5016167,Salmon Coast Field Station / Raincoast Research
scfs_455.0,2015-04-04,Broughton Archipelago,3_3,Glacier,50.8451,-126.2839167,Salmon Coast Field Station / Raincoast Research
scfs_456.0,2015-04-04,Broughton Archipelago,3_3,Wicklow,50.78758333,-126.6768667,Salmon Coast Field Station / Raincoast Research
scfs_457.0,2015-04-10,Broughton Archipelago,3_3,Burdwood,50.95445,,Salmon Coast Field Station / Raincoast Research
scfs_458.0,2015-04-10,Broughton Archipelago,3_3,Glacier,,,Salmon Coast Field Station / Raincoast Research
scfs_459.0,2015-04-10,Broughton Archipelago,3_3,Wicklow,50.78713333,-126.6895167,Salmon Coast Field Station / Raincoast Research
scfs_460.0,2015-04-18,Broughton Archipelago,3_3,Burdwood,50.78605,-126.5016,Salmon Coast Field Station / Raincoast Research
scfs_461.0,2015-04-18,Broughton Archipelago,3_3,Glacier,50.8447,-126.3019333,Salmon Coast Field Station / Raincoast Research
scfs_462.0,2015-04-18,Broughton Archipelago,3_3,Wicklow,50.78605,-126.6887667,Salmon Coast Field Station / Raincoast Research
scfs_463.0,2015-04-24,Broughton Archipelago,3_3,Burdwood,50.78605,-126.50165,Salmon Coast Field Station / Raincoast Research
scfs_464.0,2015-04-24,Broughton Archipelago,3_3,Glacier,50.84481667,-126.3016167,Salmon Coast Field Station / Raincoast Research
scfs_465.0,2015-04-24,Broughton Archipelago,3_3,Wicklow,50.78791667,-126.6916167,Salmon Coast Field Station / Raincoast Research
scfs_466.0,2015-04-30,Broughton Archipelago,3_3,Burdwood,50.78593333,-126.5011667,Salmon Coast Field Station / Raincoast Research
scfs_467.0,2015-04-30,Broughton Archipelago,3_3,Glacier,50.84491667,-126.3018,Salmon Coast Field Station / Raincoast Research
scfs_468.0,2015-05-01,Broughton Archipelago,3_3,Wicklow,50.8451,,Salmon Coast Field Station / Raincoast Research
scfs_469.0,2015-05-08,Broughton Archipelago,3_3,Burdwood,50.78778333,-126.4948667,Salmon Coast Field Station / Raincoast Research
scfs_470.0,2015-05-08,Broughton Archipelago,3_3,Glacier,50.8451,-126.2839167,Salmon Coast Field Station / Raincoast Research
scfs_471.0,2015-05-08,Broughton Archipelago,3_3,Wicklow,50.8451,,Salmon Coast Field Station / Raincoast Research
