year,dfozone,month,chal_load_median,lep_mot_load_median,lep_af_load_median,cal_mot_load_median
2003,3_3,10,98833.375,727731.100,154987.800,19193.750
2003,3_3,11,81671.500,724999.050,291804.900,86235.625
2003,3_3,12,305885.500,777083.850,321346.000,320482.400
2004,2_3,11,0.000,54557.767,25318.167,0.000
2004,2_3,12,0.000,75548.500,40292.533,0.000
2004,2_4,11,87553.900,402338.933,91440.667,0.000
2004,2_4,12,6168.767,740725.117,273527.725,0.000
2004,3_1,11,0.000,5530.967,0.000,0.000
2004,3_1,12,0.000,5325.933,5325.933,5325.933
2004,3_2,11,442242.167,338470.200,175503.067,0.000
2004,3_2,12,182584.286,255618.000,85206.000,94571.767
2004,3_3,1,84343.275,283726.400,120733.900,27512.000
2004,3_3,2,100257.225,593345.800,157214.975,15744.675
2004,3_3,3,278077.050,617949.000,139038.525,40558.829
2004,3_3,4,856996.400,1648194.300,277812.733,35320.675
2004,3_3,5,509322.150,1748360.700,485655.750,120576.800
2004,3_3,6,118077.750,1376743.825,623051.950,2401.375
2004,3_3,7,20287.238,536974.500,107394.900,0.000
2004,3_3,8,41603.400,263954.333,77395.952,0.000
2004,3_3,9,6569.438,522635.200,175054.429,0.000
2004,3_3,10,9930.286,30618.381,20688.095,957.600
2004,3_3,11,203481.867,270221.567,76548.133,20067.250
2004,3_3,12,499747.117,1236505.733,276198.233,178457.758
2004,3_4,11,446253.700,300646.133,34371.533,23119.100
2004,3_4,12,364908.000,202726.667,22206.350,7402.117
2004,3_5,11,1569715.533,279837.867,214250.867,0.000
2004,3_5,12,131037.000,16455.500,8735.800,204572.050
2005,2_3,1,9974.933,185305.067,63698.617,0.000
2005,2_3,2,8515.100,368871.108,184510.692,5676.733
2005,2_3,3,33918.400,236291.250,128367.633,10501.833
2005,2_3,4,39727.808,358237.917,111518.092,39147.800
2005,2_3,5,41372.300,227070.000,67280.000,35885.000
2005,2_3,6,4085.225,56543.400,11104.783,68047.883
2005,2_3,7,4321.383,113792.900,25885.212,32410.375
2005,2_3,8,0.000,132286.075,31509.958,28668.092
2005,2_3,9,16438.400,360368.200,101991.000,12930.350
2005,2_3,10,8290.558,420024.608,251220.525,7353.225
2005,2_3,11,76738.200,805871.000,322348.400,74207.100
2005,2_3,12,59603.017,476824.133,153264.900,73125.000
2005,2_4,1,0.000,150956.167,73321.567,0.000
2005,2_4,2,4194.650,143083.736,88311.150,0.000
2005,2_4,3,6199.975,91256.067,27340.167,0.000
2005,2_4,4,40205.767,62131.300,36267.000,0.000
2005,2_4,5,22290.917,46256.383,16975.164,0.000
2005,2_4,6,34281.400,125698.467,79989.933,0.000
2005,2_4,7,59235.550,303086.625,124782.258,4157.425
2005,2_4,8,73920.812,608518.517,290059.133,0.000
2005,2_4,9,176833.642,1227382.492,692512.033,8289.767
2005,2_4,10,35366.942,774869.500,329445.792,0.000
2005,2_4,11,46524.300,2760441.800,1209631.800,0.000
2005,2_4,12,517434.067,1838789.467,743655.725,0.000
2005,3_1,1,0.000,5842.600,2080.733,0.000
2005,3_1,2,0.000,16336.158,8383.383,0.000
2005,3_1,3,0.000,11699.683,10.683,0.000
2005,3_1,4,6939.700,20881.833,11012.433,31.725
2005,3_1,5,11367.567,20050.458,15456.525,0.000
2005,3_1,6,0.000,34288.000,20109.000,0.000
2005,3_1,7,0.000,20145.900,7263.125,0.000
2005,3_1,8,0.000,13094.400,3273.600,3273.600
2005,3_1,9,0.000,9394.333,7045.750,0.000
2005,3_1,10,0.000,0.000,0.000,0.000
2005,3_1,11,0.000,17089.500,7488.050,0.000
2005,3_1,12,1242.794,17447.678,4990.600,0.000
2005,3_2,1,865018.000,222171.000,85095.333,0.000
2005,3_2,2,402110.179,287901.292,29942.692,3166.017
2005,3_2,3,728748.000,727136.000,294864.900,106177.000
2005,3_2,4,1609350.208,832251.879,359008.579,339366.967
2005,3_2,5,445274.633,238443.667,131771.500,44628.667
2005,3_2,6,169371.750,279182.600,10208.800,2227.750
2005,3_2,7,21330.350,123410.808,14130.308,0.000
2005,3_2,8,0.000,48585.333,8753.667,35454.450
2005,3_2,9,65912.575,158851.050,10721.942,51503.125
2005,3_2,10,80754.917,416391.600,96661.833,0.000
2005,3_2,11,128425.183,445737.000,178193.000,0.000
2005,3_2,12,215628.300,1274539.925,397514.400,0.000
2005,3_3,1,189170.008,1144486.217,287921.600,89552.000
2005,3_3,2,53650.242,734246.893,276688.717,32584.317
2005,3_3,3,17873.567,389710.500,94661.933,5923.617
2005,3_3,4,302191.500,609032.417,119332.350,85620.925
2005,3_3,5,566882.700,529679.025,134480.094,101351.542
2005,3_3,6,223242.833,570100.767,111463.733,48549.867
2005,3_3,7,16648.117,565199.012,155695.737,11420.833
2005,3_3,8,133583.767,277569.200,80061.500,0.000
2005,3_3,9,24289.875,864753.600,432319.033,15702.050
2005,3_3,10,268376.000,1881668.550,1085437.533,59169.417
2005,3_3,11,124488.600,1464225.500,729023.667,47835.800
2005,3_3,12,117656.933,1554561.417,949412.425,76691.283
2005,3_4,1,448399.875,1091461.617,382909.233,124966.125
2005,3_4,2,377553.342,1203838.925,377053.792,125926.721
2005,3_4,3,22133.850,394308.750,91607.083,0.000
2005,3_4,4,51575.600,196947.900,52656.300,0.000
2005,3_4,5,227907.900,49005.225,4863.908,0.000
2005,3_4,6,291542.000,308625.800,0.000,0.000
2005,3_4,7,392177.033,390394.667,0.000,0.000
2005,3_4,8,209518.967,648788.100,108081.600,18475.575
2005,3_4,9,312455.600,827547.667,300788.600,0.000
2005,3_4,10,14295.733,64330.800,7147.867,0.000
2005,3_4,11,126060.583,463969.325,0.000,0.000
2005,3_4,12,105938.083,508502.800,10620.783,0.000
2005,3_5,1,4363.550,60015.000,12911.533,184677.225
2005,3_5,2,0.000,39462.675,0.000,276238.725
2005,3_5,3,292670.733,258901.033,50654.550,92866.675
2005,3_5,4,677180.667,76030.096,23240.379,415086.062
2005,3_5,5,1457533.321,116764.887,60133.312,368329.825
2005,3_5,6,1093635.029,169857.254,25663.337,1057149.675
2005,3_5,7,891426.025,403529.950,102281.675,925658.100
2005,3_5,8,276565.000,599562.917,164132.917,164509.167
2005,3_5,9,168739.933,1649132.033,777118.558,75574.875
2005,3_5,10,107577.875,2508467.938,1609390.483,125507.521
2005,3_5,11,49820.867,3273096.100,2048675.650,25066.367
2005,3_5,12,332454.500,3055123.733,1737697.533,205131.500
2006,2_3,1,16362.600,367756.250,198672.917,8181.300
2006,2_3,2,7579.767,159759.467,62709.100,2111.292
2006,2_3,3,36329.500,302100.067,50612.400,25430.650
2006,2_3,4,82975.567,1372753.817,371110.850,31636.417
2006,2_3,5,17894.533,1362799.900,176863.867,70794.800
2006,2_3,6,56953.400,201588.483,52588.300,8426.517
2006,2_3,7,599558.333,809524.867,134548.000,245818.917
2006,2_3,8,544347.283,732335.375,234872.617,274763.500
2006,2_3,9,150716.425,157349.833,95088.717,46394.075
2006,2_3,10,20280.483,83114.667,57123.767,2880.308
2006,2_3,11,17495.200,253680.400,96223.600,16665.667
2006,2_3,12,73057.600,289008.500,74727.600,41515.333
2006,2_4,1,19993.000,585077.721,285395.900,0.000
2006,2_4,2,399906.367,282229.917,84380.133,12288.925
2006,2_4,3,25609.200,207827.800,149726.200,0.000
2006,2_4,4,6802.950,231983.567,103992.633,0.000
2006,2_4,5,11970.125,291251.283,113812.000,0.000
2006,2_4,6,0.000,246848.350,103517.050,0.000
2006,2_4,7,526040.075,304062.125,125637.050,23363.246
2006,2_4,8,2690316.250,504131.333,213286.333,371292.967
2006,2_4,9,212907.350,1221415.850,255359.800,0.000
2006,2_4,10,100375.650,2119041.500,665408.400,11152.850
2006,2_4,11,60771.433,1872323.250,876390.450,26044.900
2006,2_4,12,43274.167,222065.550,77027.200,0.000
2006,3_1,1,2491.000,34874.000,12455.000,0.000
2006,3_1,2,17377.500,24825.000,4965.000,0.000
2006,3_1,3,29901.158,28002.117,15462.983,1838.683
2006,3_1,4,6361.308,23112.033,9332.800,0.000
2006,3_1,5,5633.067,18556.975,5615.208,1123.042
2006,3_1,6,0.000,15866.067,6671.842,3384.983
2006,3_1,7,5658.042,14947.933,8643.000,0.000
2006,3_2,1,171533.583,1368626.000,717348.800,0.000
2006,3_2,2,283360.300,1622829.833,713760.300,0.000
2006,3_2,3,388246.100,744675.800,22994.267,0.000
2006,3_2,4,178438.267,354014.675,28971.525,18192.308
2006,3_2,5,206565.667,253331.520,40967.500,30984.850
2006,3_2,6,355295.850,615594.000,77248.417,47609.375
2006,3_2,7,517549.833,231500.967,49710.000,42843.258
2006,3_2,8,987967.883,294324.814,106590.050,57355.958
2006,3_2,9,1878957.317,184281.433,91898.883,467126.917
2006,3_2,10,1432515.450,879243.446,249139.600,378718.950
2006,3_2,11,1030084.917,989466.127,239177.583,88203.425
2006,3_2,12,300932.800,964096.650,97018.200,77906.800
2006,3_3,1,124248.925,527443.766,90731.550,126013.129
2006,3_3,2,59546.667,1182604.533,297733.333,113515.800
2006,3_3,3,11712.600,291519.633,38682.767,11885.400
2006,3_3,4,27944.021,179080.517,27937.317,4580.944
2006,3_3,5,27455.888,238233.617,67326.892,15253.271
2006,3_3,6,16739.667,108581.875,73048.903,1666.133
2006,3_3,7,10873.783,46513.250,19632.450,0.000
2006,3_3,8,58992.900,59789.000,27262.800,3186.000
2006,3_3,9,164759.717,265454.283,53498.400,40247.912
2006,3_3,10,173211.237,337989.567,84507.533,40929.533
2006,3_3,11,377399.100,725767.500,135476.600,106445.900
2006,3_3,12,580894.117,789635.167,315348.933,20175.533
2006,3_4,1,148555.867,486025.267,0.000,0.000
2006,3_4,2,67146.733,590216.000,63211.800,0.000
2006,3_4,3,63317.200,142463.700,10500.950,0.000
2006,3_4,4,150240.125,154193.812,11861.062,0.000
2006,3_4,5,309430.500,79348.000,9918.500,0.000
2006,3_4,6,301640.433,307939.667,0.000,0.000
2006,3_4,7,291876.125,328308.133,19545.683,0.000
2006,3_4,8,625620.067,597724.600,45197.417,0.000
2006,3_4,9,3238484.800,1434917.867,66844.000,0.000
2006,3_4,10,20837.458,267062.175,5595.383,0.000
2006,3_4,11,81887.200,109500.517,0.000,0.000
2006,3_4,12,10344.750,30725.325,0.000,5229.417
2006,3_5,1,0.000,2302779.400,1168122.333,7067.933
2006,3_5,2,49451.792,501184.583,291459.167,0.000
2006,3_5,3,9481.033,95843.500,28753.050,4740.517
2006,3_5,4,95812.000,57487.200,9581.200,25845.133
2006,3_5,5,28724.800,25832.933,19374.700,19374.700
2006,3_5,6,58023.300,19341.100,19341.100,12894.067
2006,3_5,7,9736.267,108951.500,38616.667,28770.933
2006,3_5,8,573869.367,754498.200,209681.600,20294.667
2006,3_5,9,1710614.850,1535350.983,380037.467,427290.283
2006,3_5,10,528279.121,1800312.679,840422.979,98596.617
2006,3_5,11,15905.417,296536.033,190493.350,10827.750
2006,3_5,12,0.000,36096.567,26702.633,0.000
2007,2_3,1,121047.058,224433.567,55598.467,40416.000
2007,2_3,2,166007.625,457962.633,115014.583,129190.758
2007,2_3,3,120181.550,548121.608,153682.483,35791.800
2007,2_3,4,49029.900,602362.833,284787.200,15436.533
2007,2_3,5,81044.583,488718.333,112433.550,4273.092
2007,2_3,6,87261.425,372504.492,86098.292,17385.183
2007,2_3,7,45296.500,298685.400,43714.333,7645.650
2007,2_3,8,21590.308,228710.083,99793.875,42023.125
2007,2_3,9,27012.350,246627.117,38269.725,0.000
2007,2_3,10,36121.833,790067.987,437475.663,0.000
2007,2_3,11,61038.412,1614723.523,808314.121,8302.671
2007,2_3,12,90983.200,2229088.400,1449232.400,9980.720
2007,2_4,1,54876.000,187631.150,9127.575,0.000
2007,2_4,2,115226.283,328275.000,36749.350,0.000
2007,2_4,3,21836.967,56629.750,26401.800,0.000
2007,2_4,4,43340.267,104982.167,34343.467,0.000
2007,2_4,5,10395.400,205325.400,33644.250,0.000
2007,2_4,6,63847.125,303445.567,47853.825,0.000
2007,2_4,7,0.000,178211.483,14579.450,0.000
2007,2_4,8,56272.417,518879.425,165887.875,10017.992
2007,2_4,9,445360.250,1861578.133,967652.000,331651.250
2007,2_4,10,85842.125,1185177.367,483808.717,0.000
2007,2_4,11,95287.771,1716025.975,612925.800,0.000
2007,2_4,12,9127.633,702827.767,166150.967,0.000
2007,3_2,1,520773.600,403175.833,87124.500,43150.167
2007,3_2,2,346504.050,209757.767,81417.958,41287.750
2007,3_2,3,681309.450,82807.383,29651.183,21847.233
2007,3_2,4,254262.125,158631.500,70101.500,95112.438
2007,3_2,5,466580.800,113687.800,19164.033,9582.017
2007,3_2,6,282987.289,44498.933,9549.556,204677.225
2007,3_2,7,165157.300,32133.100,0.000,65544.300
2007,3_2,8,144152.350,33960.433,10853.400,15250.433
2007,3_2,9,63424.700,64724.700,9466.600,14199.900
2007,3_2,10,20505.133,117074.500,29607.550,71767.967
2007,3_2,11,167618.033,389878.600,86406.275,121239.933
2007,3_2,12,134912.633,1240109.733,296301.075,111889.600
2007,3_3,1,382737.725,586945.512,138219.300,22491.017
2007,3_3,2,97746.503,430655.491,71912.183,15943.833
2007,3_3,3,117741.642,158691.617,70330.833,6481.721
2007,3_3,4,143910.250,59282.500,9538.567,28615.700
2007,3_3,5,147426.083,192169.900,32176.408,14638.933
2007,3_3,6,60729.550,83518.125,16144.742,14472.000
2007,3_3,7,13429.825,25343.600,5726.067,9272.483
2007,3_3,8,15235.500,64642.300,12331.117,0.000
2007,3_3,9,21306.000,45473.400,20130.067,0.000
2007,3_3,10,32826.950,157337.267,32826.950,10043.117
2007,3_3,11,50723.500,138032.200,36894.600,20275.883
2007,3_3,12,110102.550,269117.950,58593.300,54191.925
2007,3_4,1,81801.467,102251.833,0.000,0.000
2007,3_4,2,412291.800,107520.750,0.000,0.000
2007,3_4,3,224420.533,289781.533,0.000,0.000
2007,3_4,4,209131.300,368469.433,30522.800,0.000
2007,3_4,5,307071.533,537854.600,42775.533,0.000
2007,3_4,6,469514.286,480677.778,0.000,9390.286
2007,3_4,7,743931.867,458314.233,204618.700,462486.200
2007,3_4,8,582120.000,460937.500,172596.200,0.000
2007,3_4,9,215794.733,630335.100,204076.008,199558.050
2007,3_4,10,84796.800,911440.100,348190.600,46252.800
2007,3_4,11,99720.413,1392211.954,824641.029,52659.129
2007,3_4,12,70884.917,1216713.200,713989.175,66601.950
2007,3_5,1,0.000,59438.650,34413.000,0.000
2007,3_5,2,3377.767,84436.500,37527.333,0.000
2007,3_5,3,37715.800,37509.067,9377.267,65640.867
2007,3_5,4,90621.967,71982.217,7826.383,84699.275
2007,3_5,5,84352.517,75085.817,14100.517,205530.417
2007,3_5,6,56176.000,288646.167,102989.333,32507.000
2007,3_5,7,6258.400,90853.233,28027.200,37369.600
2007,3_5,8,130841.200,573209.067,230529.733,50784.525
2007,3_5,9,659995.333,1962464.000,549022.667,88616.733
2007,3_5,10,571312.333,7327701.667,4491011.733,101039.200
2007,3_5,11,347335.367,5384559.467,2624914.667,0.000
2007,3_5,12,369802.483,3149042.975,2041773.500,6785.367
2008,2_3,1,61766.267,442213.680,212656.230,29368.212
2008,2_3,2,40754.905,434936.250,182259.000,0.000
2008,2_3,3,18206.238,196610.923,97700.867,13315.050
2008,2_3,4,105829.000,202838.917,35614.250,17638.167
2008,2_3,5,122192.500,244055.000,52297.500,34865.000
2008,2_3,6,26201.150,288212.650,61136.017,0.000
2008,2_3,7,0.000,80841.000,32336.400,0.000
2008,2_3,8,19061.956,108698.488,75844.006,5291.913
2008,2_3,9,42105.500,142520.417,72477.300,59307.033
2008,2_3,10,228944.100,362758.033,52032.750,27750.800
2008,2_3,11,163579.862,319815.725,91267.469,63098.564
2008,2_3,12,104973.419,129906.669,86604.446,25547.350
2008,2_4,1,0.000,387385.800,178306.133,0.000
2008,2_4,2,0.000,452024.458,107428.958,0.000
2008,2_4,3,0.000,149679.467,71524.250,0.000
2008,2_4,4,21003.367,142248.867,48930.875,0.000
2008,2_4,5,5240.225,170258.317,56757.442,0.000
2008,2_4,6,1596.517,180330.233,60682.008,0.000
2008,2_4,7,0.000,120655.383,46405.917,0.000
2008,2_4,8,0.000,198948.267,88157.633,0.000
2008,2_4,9,5590.942,419706.125,258747.583,0.000
2008,2_4,10,11164.633,368371.583,285431.933,5498.083
2008,2_4,11,22883.200,971914.667,331806.400,0.000
2008,2_4,12,0.000,684783.592,354808.900,0.000
2008,3_2,1,175497.517,733295.917,331094.508,79828.375
2008,3_2,2,102063.167,583241.083,224649.433,23489.542
2008,3_2,3,131469.100,500556.000,135567.250,19499.900
2008,3_2,4,98575.200,157871.700,20047.200,13445.875
2008,3_2,5,99001.667,239282.400,62459.567,14240.133
2008,3_2,6,144041.300,252741.150,78626.800,0.000
2008,3_2,7,156052.317,146831.700,36977.717,74434.517
2008,3_2,8,414926.267,301709.975,80569.233,41871.492
2008,3_2,9,401599.100,406279.392,72605.092,52560.150
2008,3_2,10,325881.233,273439.450,72644.575,42024.783
2008,3_2,11,286651.767,491695.425,178338.567,30472.967
2008,3_2,12,343966.800,1032369.592,417282.358,154098.358
2008,3_3,1,134441.350,320018.783,118424.983,99135.200
2008,3_3,2,156516.583,292120.683,83456.700,32695.500
2008,3_3,3,9770.733,91395.583,28892.825,5458.350
2008,3_3,4,20473.467,30710.200,9411.717,0.000
2008,3_3,5,24654.400,19252.467,9210.367,9626.233
2008,3_3,6,15822.658,42340.000,583.150,27201.692
2008,3_3,7,0.000,45200.600,3049.367,0.000
2008,3_3,8,4656.050,41141.200,24323.433,0.000
2008,3_3,9,15981.800,86888.667,26066.600,0.000
2008,3_3,10,101831.083,385486.400,109062.483,6247.567
2008,3_3,11,361574.500,263590.800,56249.583,67044.950
2008,3_3,12,1578136.575,300098.533,98836.100,81809.462
2008,3_4,1,11381.775,1651361.025,1103231.804,54482.729
2008,3_4,2,28882.300,1137729.200,664514.400,65764.800
2008,3_4,3,26257.667,1125810.808,760240.067,43655.200
2008,3_4,4,29884.904,435636.100,244500.400,4409.883
2008,3_4,5,0.000,210578.042,100025.762,16067.950
2008,3_4,6,81368.400,260044.800,0.000,65011.200
2008,3_4,7,297432.008,245164.975,55970.200,144034.208
2008,3_4,8,468658.400,369839.283,68646.917,657145.542
2008,3_4,9,998954.975,735741.158,165122.058,949256.642
2008,3_4,10,1404313.483,607131.217,191222.133,622260.517
2008,3_4,11,379112.300,352032.850,157497.900,17499.767
2008,3_4,12,441829.733,182917.000,95813.667,130655.000
2008,3_5,1,21903.123,400216.183,104647.650,0.000
2008,3_5,2,29671.500,61350.300,20450.100,0.000
2008,3_5,3,33367.200,108819.200,47608.400,20403.600
2008,3_5,4,84435.375,119124.617,43888.017,6832.400
2008,3_5,5,293044.300,27146.867,5745.967,0.000
2008,3_5,6,90730.517,12526.100,0.000,0.000
2008,3_5,7,29863.500,18992.933,5742.100,0.000
2008,3_5,8,16927.917,28659.325,5736.517,0.000
2008,3_5,9,73832.400,87762.900,27833.400,0.000
2008,3_5,10,62054.833,145561.542,79463.592,12009.308
2008,3_5,11,3364.125,11931.200,5711.383,0.000
2008,3_5,12,239251.367,0.000,0.000,0.000
2009,2_3,1,207842.500,157924.233,63152.850,137786.000
2009,2_3,2,183003.480,131076.267,35584.010,107445.483
2009,2_3,3,71775.750,323835.795,104630.006,124942.972
2009,2_3,4,111005.441,282425.144,74337.242,18295.454
2009,2_3,5,15753.832,177344.700,81674.600,26256.386
2009,2_3,6,21225.715,124728.841,28444.546,18679.009
2009,2_3,7,24832.600,56528.933,42396.700,6776.683
2009,2_3,8,60623.267,128954.000,17193.867,8115.480
2009,2_3,9,16020.662,54164.236,18072.642,3813.103
2009,2_3,10,20640.070,64516.005,25316.785,16995.345
2009,2_3,11,33318.333,59973.000,23322.833,21630.290
2009,2_3,12,46494.290,39908.900,29496.750,31851.429
2009,2_4,1,77208.133,794600.583,265903.283,74734.800
2009,2_4,2,63897.900,1024187.267,395158.867,0.000
2009,2_4,3,0.000,446230.385,76537.890,0.000
2009,2_4,4,0.000,76467.038,16474.721,0.000
2009,2_4,5,10055.033,91965.683,7726.667,0.000
2009,2_4,6,0.000,111922.600,33275.950,2665.983
2009,2_4,7,65544.067,142508.267,26720.300,0.000
2009,2_4,8,0.000,624760.200,173544.500,0.000
2009,2_4,9,74797.217,808510.558,250081.867,13222.755
2009,2_4,10,156823.733,1279968.167,402871.000,0.000
2009,2_4,11,0.000,1575841.808,774157.200,0.000
2009,2_4,12,241731.500,1765528.800,754567.200,0.000
2009,3_1,3,0.000,17030.325,11353.550,13033.846
2009,3_1,4,0.000,83946.710,45376.600,0.000
2009,3_1,5,0.000,3510.383,1755.192,0.000
2009,3_1,6,0.000,72954.700,14965.067,0.000
2009,3_1,9,0.000,161839.375,71209.325,103577.200
2009,3_1,10,0.000,371915.750,284596.400,352511.450
2009,3_1,12,0.000,1052274.467,338255.617,35803.333
2009,3_2,1,494951.983,1157284.100,450759.167,277059.200
2009,3_2,2,234586.500,832116.333,294110.083,31278.200
2009,3_2,3,19635.267,287462.933,95156.233,6978.940
2009,3_2,4,63677.250,71359.200,38496.375,34236.583
2009,3_2,5,279169.167,101632.533,44509.000,33400.600
2009,3_2,6,283247.833,245434.400,39273.583,16759.350
2009,3_2,7,799675.800,454159.433,94030.400,155884.800
2009,3_2,8,1517155.383,397693.633,180317.867,155729.067
2009,3_2,9,418089.733,1183406.533,41053.324,248019.333
2009,3_2,10,1077324.283,480604.292,111177.325,123439.056
2009,3_2,11,309171.783,394359.200,81191.600,29919.850
2009,3_2,12,493826.987,202273.000,74822.271,12473.883
2009,3_3,1,634757.800,262553.983,69646.400,42347.417
2009,3_3,2,47900.750,277092.083,57671.000,15098.000
2009,3_3,3,23161.333,90215.600,20072.017,6048.086
2009,3_3,4,23997.800,21939.350,121.500,4548.117
2009,3_3,5,34571.858,15325.383,0.000,5658.125
2009,3_3,6,57521.183,16195.167,2302.633,9080.567
2009,3_3,7,0.000,11146.533,1565.886,0.000
2009,3_3,8,10117.950,33385.900,14557.117,0.000
2009,3_3,9,44814.275,156537.417,23014.767,0.000
2009,3_3,10,125818.467,464737.000,164445.400,7653.583
2009,3_3,11,207285.692,358856.800,205045.592,95439.217
2009,3_3,12,118588.100,249921.650,61154.917,16893.833
2009,3_4,1,359982.667,512975.300,252908.033,278378.133
2009,3_4,2,245783.292,398296.250,191826.392,317738.233
2009,3_4,3,108471.767,293454.150,97305.633,194611.267
2009,3_4,4,243516.933,861268.800,448577.500,21742.583
2009,3_4,5,304005.600,466541.117,134464.767,34649.867
2009,3_4,6,223686.667,138990.533,0.000,243233.433
2009,3_4,7,1057489.900,277374.400,7505.833,0.000
2009,3_4,8,930619.800,214104.800,137869.600,465309.900
2009,3_4,9,314113.167,670021.800,243394.200,415713.496
2009,3_4,10,318736.500,1972720.500,1154343.000,97807.050
2009,3_4,11,130781.250,1803222.367,1295393.633,62190.683
2009,3_4,12,301386.200,1369057.200,619335.400,88643.000
2009,3_5,1,234597.325,254882.142,86620.892,14706.550
2009,3_5,2,182723.458,239060.350,39051.333,48814.167
2009,3_5,3,56319.667,122698.833,19492.200,204668.100
2009,3_5,4,9674.775,194594.567,51626.900,703829.725
2009,3_5,5,5167.117,313806.050,128218.175,17150.158
2009,3_5,6,63268.075,249010.075,109955.408,8860.450
2009,3_5,7,19370.917,881444.667,488801.133,0.000
2009,3_5,8,404290.383,980358.150,514014.000,48143.917
2009,3_5,9,258984.567,190830.733,299876.867,54523.067
2009,3_5,10,210730.833,2095182.000,385143.750,0.000
2009,3_5,11,208922.667,513779.700,122328.500,114173.267
2009,3_5,12,387166.475,1331088.200,273964.267,79070.333
2010,2_3,1,35891.110,218192.039,107932.458,47892.032
2010,2_3,2,68764.083,115428.708,39864.057,110651.183
2010,2_3,3,249011.163,219492.042,74174.219,33070.929
2010,2_3,4,33100.175,101280.009,19071.717,46841.162
2010,2_3,5,5487.471,24427.677,5807.117,2714.186
2010,2_3,6,12701.869,40858.759,15348.274,19873.681
2010,2_3,7,0.000,42072.708,4473.950,0.000
2010,2_3,8,2780.762,52402.189,25670.808,14006.933
2010,2_3,9,7913.633,30473.733,7913.633,9376.533
2010,2_3,10,3302.918,94971.042,30054.712,3376.750
2010,2_3,11,4682.482,51288.871,18572.132,9841.661
2010,2_3,12,6025.706,66554.850,24142.125,5275.216
2010,2_4,1,94953.905,2010126.111,985292.000,0.000
2010,2_4,2,16066.367,769478.079,302126.362,0.000
2010,2_4,3,0.000,229485.470,118368.334,0.000
2010,2_4,4,0.000,157240.800,94623.333,0.000
2010,2_4,5,19833.254,208162.098,47174.921,0.000
2010,2_4,6,7359.015,213411.446,98899.333,19075.241
2010,2_4,7,0.000,214506.450,75223.873,0.000
2010,2_4,8,94380.550,334621.950,151460.500,15832.400
2010,2_4,9,208108.667,645098.652,295946.517,312737.467
2010,2_4,10,0.000,1489096.889,734878.984,0.000
2010,2_4,11,229482.917,2513526.296,1002923.525,38865.850
2010,2_4,12,0.000,255657.250,150286.950,0.000
2010,3_1,1,0.000,0.000,0.000,0.000
2010,3_1,2,0.000,55612.321,0.000,0.000
2010,3_1,3,0.000,6638.400,0.000,0.000
2010,3_1,4,18479.871,14215.286,0.000,0.000
2010,3_1,5,41818.213,82990.663,33133.627,0.000
2010,3_1,6,0.000,8618.190,2508.845,1812.349
2010,3_1,7,0.000,0.000,0.000,22641.850
2010,3_1,8,0.000,48456.536,21536.238,16152.179
2010,3_1,9,0.000,30117.067,0.000,15058.533
2010,3_1,10,7522.933,135412.800,15045.867,7522.933
2010,3_1,11,423.942,23778.533,6520.158,423.942
2010,3_1,12,1911.839,36325.850,6604.700,0.000
2010,3_2,1,616830.000,263748.000,76572.000,124692.567
2010,3_2,2,817029.279,117895.675,7517.650,423297.971
2010,3_2,3,265590.133,199192.600,28421.500,142107.500
2010,3_2,4,312509.467,95134.050,15855.675,164478.667
2010,3_2,5,485454.200,207729.494,35208.389,274323.400
2010,3_2,6,677376.675,323964.246,36554.133,353320.500
2010,3_2,7,319459.000,513572.111,90435.200,210799.333
2010,3_2,8,259065.333,415347.167,143483.567,101948.850
2010,3_2,9,80477.752,1136104.817,437746.250,7665.333
2010,3_2,10,292021.833,1740705.308,875423.825,63043.875
2010,3_2,11,65413.350,973129.125,383028.100,46221.700
2010,3_2,12,13190.996,281820.633,132797.388,0.000
2010,3_3,1,13964.000,90766.000,50575.600,2232.083
2010,3_3,2,13947.467,35168.850,12688.800,4200.886
2010,3_3,3,73109.075,92892.500,24427.258,22631.454
2010,3_3,4,109944.020,42907.500,2971.460,32723.357
2010,3_3,5,861401.383,158110.100,17165.733,166006.583
2010,3_3,6,72750.867,161950.675,11307.917,44562.092
2010,3_3,7,23844.000,84578.512,7808.200,8027.727
2010,3_3,8,8941.583,75132.817,27367.425,0.000
2010,3_3,9,19341.400,149026.513,63941.050,0.000
2010,3_3,10,8855.725,129722.792,43773.023,2479.562
2010,3_3,11,73997.667,104695.400,47685.000,1315.950
2010,3_3,12,87998.225,166391.283,61136.558,30824.150
2010,3_4,1,195167.900,1182524.433,478070.233,74489.033
2010,3_4,2,66984.000,1046625.000,393531.000,137786.000
2010,3_4,3,280219.683,1454896.500,489219.583,88969.833
2010,3_4,4,0.000,530249.417,194973.983,22896.271
2010,3_4,5,30809.575,49801.992,16333.717,10829.625
2010,3_4,6,132556.267,57840.767,8802.683,26408.050
2010,3_4,7,1688932.900,162582.071,8487.100,661993.800
2010,3_4,8,419038.950,153873.833,17943.855,132286.933
2010,3_4,9,156458.033,857886.267,181161.933,139988.767
2010,3_4,10,64190.000,1496626.600,490090.000,76358.500
2010,3_4,11,42205.050,1282786.200,362855.967,32826.150
2010,3_4,12,0.000,223732.467,92125.133,13160.733
2010,3_5,1,88342.833,2217250.875,852054.000,10203.700
